student_id,attendance,internal_marks,assignment_score,previous_cgpa,study_hours,backlogs,practical_marks,quiz_score,previous_failures,participation,risk_level
STU0946,58.95,44.46,82.5,5.61,5.68,1,65.22,56.75,1,65.24,High
STU0947,52.12,62.99,60.98,7.73,2.34,2,73.99,92.93,1,52.14,High
STU0948,64.62,50.51,87.49,9.89,4.93,2,77.11,50.9,1,76.96,Medium
STU0949,74.32,58.02,45.0,5.7,2.14,0,65.21,72.87,0,49.33,High
STU0950,78.65,57.55,47.58,7.27,7.52,1,79.58,54.16,1,47.14,Medium
STU0951,71.38,56.4,72.05,4.34,2.25,2,84.82,34.53,0,63.64,High
STU0952,80.28,42.41,70.38,7.44,5.35,4,83.36,71.45,1,40.48,High
STU0953,56.23,62.7,59.25,5.56,5.02,1,85.26,99.73,1,97.04,Medium
STU0954,96.66,54.91,82.14,5.93,4.07,2,32.59,64.03,0,100.0,High
STU0955,73.77,20.0,77.96,5.26,2.29,2,48.08,38.12,0,55.93,High
STU0956,91.76,100.0,82.87,7.83,3.23,0,59.25,69.0,0,37.27,Medium
STU0957,80.14,84.6,68.15,8.21,0.5,4,54.47,50.26,0,71.73,High
STU0958,81.85,58.23,79.04,6.83,3.9,3,55.76,83.97,2,55.36,High
STU0959,83.55,65.34,63.32,5.59,4.13,0,83.12,60.88,1,88.49,High
STU0960,81.72,43.91,100.0,9.03,3.74,1,69.82,33.09,0,49.26,Medium
STU0961,84.64,95.52,57.81,5.75,0.5,4,65.67,74.15,0,75.89,High
STU0962,94.94,99.15,100.0,3.77,1.22,3,64.17,68.76,0,67.28,High
STU0963,77.95,67.82,70.52,7.44,2.15,2,61.2,59.6,1,51.47,High
STU0964,85.64,83.42,49.37,5.25,4.02,3,63.89,46.3,2,69.8,High
STU0965,73.65,68.16,90.52,8.18,4.02,2,91.59,97.2,2,82.57,Medium
STU0966,96.6,40.94,71.89,6.27,3.19,2,38.01,56.87,0,66.74,High
STU0967,64.85,57.59,82.77,7.65,4.64,3,89.67,81.15,0,66.95,High
STU0968,100.0,67.37,88.36,8.76,1.65,0,100.0,56.66,1,47.54,Low
STU0969,74.4,56.82,75.07,5.11,4.6,1,89.54,77.25,1,87.88,High
STU0970,53.54,61.06,61.12,6.01,4.35,3,51.17,65.96,0,85.89,High
STU0971,76.92,63.35,84.64,6.69,4.18,2,59.73,65.5,0,56.79,Medium
STU0972,64.78,63.54,70.01,8.95,3.17,1,85.57,50.12,1,62.51,Medium
STU0973,87.61,65.94,80.29,5.88,6.8,0,63.77,74.51,0,93.28,Medium
STU0974,65.21,45.91,37.69,5.97,4.39,5,59.4,90.29,0,42.33,High
STU0975,68.31,52.09,76.7,7.47,1.76,5,66.28,46.38,0,77.09,High
STU0976,46.66,41.88,60.42,5.99,3.95,1,48.93,50.02,0,53.83,High
STU0977,68.22,82.6,94.8,7.01,4.85,2,65.79,100.0,1,100.0,Medium
STU0978,38.64,27.1,79.35,4.63,2.44,0,47.49,46.97,1,66.27,High
STU0979,51.24,85.76,73.6,9.9,5.46,1,80.28,55.02,2,90.21,Low
STU0980,86.41,89.95,77.29,4.91,4.19,2,53.65,89.91,0,49.77,Medium
STU0981,86.79,59.56,55.02,6.35,0.5,2,68.88,90.45,1,40.03,High
STU0982,81.38,20.0,94.35,6.75,4.04,0,60.44,21.29,0,60.31,Medium
STU0983,60.5,58.5,99.87,9.48,2.77,1,74.49,78.78,0,70.25,Medium
STU0984,74.28,63.84,75.89,4.95,4.47,2,81.98,61.49,0,54.79,High
STU0985,74.95,46.81,93.86,9.58,5.2,1,72.87,62.31,0,80.17,Low
STU0986,57.62,55.73,61.46,7.86,3.85,1,56.09,85.97,1,60.8,Medium
STU0987,97.55,92.54,58.04,7.38,6.5,1,58.43,58.73,1,23.37,Medium
STU0988,88.16,76.97,70.61,5.42,3.18,0,100.0,55.78,1,76.06,Medium
STU0989,71.69,48.36,76.52,7.6,4.62,0,84.12,59.21,0,47.35,Medium
STU0990,75.4,36.24,64.09,5.79,4.95,1,64.64,58.72,2,57.77,High
STU0991,78.13,59.11,78.07,8.57,3.32,0,58.24,71.25,1,96.06,Medium
STU0992,44.37,61.16,74.6,5.44,4.9,1,43.54,88.82,1,100.0,High
STU0993,71.29,73.93,55.03,6.64,2.43,0,87.18,72.7,0,53.49,Medium
STU0994,64.77,55.36,77.78,6.02,2.74,1,55.91,64.77,0,76.56,High
STU0995,59.98,74.21,82.95,5.42,1.14,0,85.91,74.83,0,53.95,Medium
STU0996,70.78,99.83,72.57,7.84,3.93,1,82.07,79.04,0,59.26,Medium
STU0997,100.0,79.68,87.29,7.55,4.09,0,91.0,75.4,1,52.88,Low
STU0998,84.61,64.13,51.74,8.49,5.62,1,80.9,52.99,1,30.51,Medium
STU0999,66.43,61.7,77.02,4.31,4.92,0,64.43,72.64,2,66.9,High
STU1000,83.59,58.58,52.45,8.29,2.99,2,68.27,26.85,1,70.76,Medium
STU1001,95.99,86.25,53.29,10.0,1.38,5,68.42,92.61,0,51.58,Medium
STU1002,88.87,53.71,60.54,6.17,4.28,0,63.43,92.56,0,86.76,Medium
STU1003,75.89,65.81,55.87,9.45,5.5,3,40.41,81.01,0,56.28,Medium
STU1004,65.3,65.92,61.78,6.43,4.86,1,31.36,87.43,2,52.26,High
STU1005,85.47,55.97,66.79,4.88,5.45,1,80.9,63.67,2,75.53,High
STU1006,80.9,40.3,82.56,6.37,3.12,1,64.92,51.49,0,34.15,High
STU1007,88.43,70.81,65.18,8.27,2.66,2,84.32,42.43,0,83.13,Medium
STU1008,84.53,63.9,46.22,5.63,2.17,2,61.55,83.15,1,56.96,High
STU1009,90.74,74.0,87.1,5.96,3.4,1,67.98,51.49,0,84.79,Medium
STU1010,66.97,55.4,57.44,7.63,3.36,0,83.8,58.27,1,90.76,Medium
STU1011,94.76,86.97,69.12,6.8,3.87,1,94.44,69.03,0,77.8,Medium
STU1012,77.96,49.22,76.7,7.62,3.27,1,62.62,64.33,2,48.76,High
STU1013,100.0,95.82,72.99,7.13,3.26,3,51.0,69.77,1,39.98,Medium
STU1014,64.66,33.54,86.41,7.47,2.1,0,88.62,32.45,0,36.32,Medium
STU1015,100.0,72.83,77.19,6.19,5.19,1,63.12,60.8,0,87.06,Medium
STU1016,77.97,73.56,57.08,7.12,3.64,1,59.75,79.83,0,62.3,Medium
STU1017,65.23,50.68,100.0,5.5,3.19,1,61.2,57.23,0,53.02,High
STU1018,67.74,72.64,72.92,8.6,2.15,4,55.78,49.48,0,62.36,High
STU1019,70.19,88.03,67.79,5.91,1.1,2,81.15,82.19,1,86.61,High
STU1020,81.36,25.1,84.46,8.38,5.85,0,45.25,57.36,0,80.57,Low
STU1021,82.84,74.05,73.74,6.47,4.5,0,69.73,68.32,0,73.77,Medium
STU1022,66.39,20.12,75.99,7.08,0.58,2,72.25,61.21,1,77.76,High
STU1023,74.63,47.62,100.0,6.11,4.87,0,57.82,64.99,0,68.6,Medium
STU1024,100.0,94.32,65.87,5.38,5.16,2,94.98,92.53,0,71.04,Medium
STU1025,100.0,54.53,65.23,4.36,3.72,1,83.27,75.29,3,69.42,High
STU1026,81.54,43.87,71.75,5.32,6.38,1,60.27,43.01,1,65.0,High
STU1027,75.57,61.44,86.07,6.35,3.89,0,66.2,58.3,0,80.07,Medium
STU1028,76.8,100.0,47.4,7.1,0.95,0,83.2,57.57,1,72.23,Medium
STU1029,84.2,32.03,40.52,8.21,4.16,0,69.36,68.89,0,47.39,Low
STU1030,59.66,46.08,61.19,6.18,3.94,0,91.83,81.36,0,75.58,Medium
STU1031,71.14,91.95,45.49,5.57,2.41,0,77.63,65.57,2,69.94,Medium
STU1032,49.97,98.44,63.63,4.78,4.53,0,72.3,65.04,0,77.23,Medium
STU1033,80.99,63.14,77.54,7.47,0.5,1,72.15,24.83,2,62.92,High
STU1034,84.71,42.7,56.64,8.74,5.28,2,100.0,88.83,0,81.23,Medium
STU1035,67.75,100.0,48.6,8.57,1.92,0,50.69,61.98,0,63.77,Medium
STU1036,98.61,93.7,71.04,7.79,1.73,0,49.39,69.66,0,79.48,Low
STU1037,56.61,77.22,82.94,7.69,3.3,2,63.9,69.61,0,55.87,High
STU1038,53.03,50.38,44.58,9.18,4.28,2,91.88,51.15,0,57.25,Medium
STU1039,78.37,64.12,82.3,7.26,3.8,4,26.11,60.61,1,77.04,High
STU1040,90.71,62.11,82.26,7.7,2.16,1,35.63,51.01,1,58.36,Medium
STU1041,100.0,70.96,84.31,6.35,2.59,3,61.2,89.9,0,100.0,Medium
STU1042,68.12,91.12,88.28,4.89,1.46,0,100.0,24.97,1,76.33,High
STU1043,91.18,80.83,100.0,5.84,3.1,0,68.43,47.84,0,65.5,Medium
STU1044,74.42,45.61,64.66,6.79,5.44,2,48.24,59.2,0,81.4,Medium
STU1045,72.41,89.78,71.64,6.89,3.49,1,81.97,91.95,3,55.39,High
STU1046,88.25,70.64,63.75,9.5,5.05,0,96.25,77.74,0,83.46,Low
STU1047,84.78,77.37,70.03,6.91,6.12,1,57.14,35.52,2,82.9,Medium
STU1048,51.35,91.4,92.99,8.45,2.44,3,75.72,62.92,1,90.07,High
STU1049,97.15,44.99,49.82,6.19,3.16,2,70.66,77.98,0,56.18,Medium
STU1050,95.7,64.36,57.08,6.36,7.41,1,77.73,100.0,2,40.55,High
STU1051,65.62,55.43,90.66,4.94,6.1,0,60.2,58.88,2,52.8,High
STU1052,80.94,36.78,85.3,5.76,0.5,2,78.69,43.68,0,59.37,High
STU1053,82.41,71.24,64.55,7.54,4.2,0,82.25,70.8,0,98.34,Low
STU1054,78.91,100.0,82.82,6.81,3.5,1,80.14,64.22,3,100.0,Medium
STU1055,66.75,31.88,75.12,8.12,4.99,0,40.42,73.34,1,71.89,Medium
STU1056,64.93,64.42,92.5,7.05,2.16,0,43.62,77.43,0,65.19,Medium
STU1057,74.62,76.53,71.12,6.31,1.99,1,56.28,70.76,1,58.0,High
STU1058,92.59,67.22,85.38,9.81,2.28,1,72.55,74.51,2,81.49,Medium
STU1059,83.15,62.96,100.0,6.67,2.47,0,77.51,94.44,1,100.0,Medium
STU1060,69.44,41.61,78.97,8.43,4.97,0,50.08,59.76,0,100.0,Medium
STU1061,86.58,69.19,70.74,6.24,1.37,1,73.51,42.96,0,87.76,Medium
STU1062,35.0,51.38,80.84,7.79,2.38,1,84.08,70.65,1,87.47,Medium
STU1063,92.23,25.58,64.52,8.1,0.5,0,79.36,41.94,0,81.65,Medium
STU1064,48.9,86.5,100.0,7.09,5.31,0,60.18,44.81,0,64.05,Medium
STU1065,69.56,82.25,72.7,3.5,5.79,0,61.74,50.2,0,50.27,Medium
STU1066,58.2,65.93,65.91,6.83,2.91,2,45.94,42.49,1,64.58,High
STU1067,55.58,69.12,57.46,8.52,2.96,0,97.59,86.03,1,73.45,Medium
STU1068,92.41,84.34,86.46,7.54,4.32,0,76.06,65.88,1,35.93,Low
STU1069,67.98,69.04,83.01,7.42,6.15,1,40.59,77.72,1,61.94,Medium
STU1070,80.2,81.27,62.54,4.39,4.24,1,88.85,74.18,2,48.48,High
STU1071,74.3,59.65,78.65,5.79,2.24,1,79.2,61.22,1,85.28,High
STU1072,82.16,88.62,47.37,7.38,0.59,3,88.3,82.29,1,54.01,High
STU1073,76.15,70.77,72.77,7.37,1.49,1,58.5,56.31,3,71.56,High
STU1074,55.76,68.49,76.79,8.5,3.63,1,60.88,61.98,0,51.0,Medium
STU1075,89.94,42.14,95.61,6.6,2.32,1,54.19,52.26,0,96.95,Medium
STU1076,67.59,70.17,58.44,7.37,3.85,3,100.0,90.21,0,30.98,Medium
STU1077,51.65,50.02,50.82,6.82,2.5,1,59.48,63.07,0,74.52,High
STU1078,68.58,53.51,56.57,5.42,1.6,2,51.76,75.76,0,39.45,High
STU1079,97.51,50.32,49.95,3.64,1.38,0,57.0,54.53,2,54.81,High
STU1080,87.75,45.81,90.05,7.4,6.31,2,62.47,80.25,0,69.12,Medium
STU1081,69.77,100.0,93.23,7.04,5.1,0,94.45,78.91,2,70.11,Medium
STU1082,69.76,88.96,74.8,5.93,6.61,2,72.71,35.74,0,69.59,Medium
STU1083,70.18,99.57,88.32,4.53,4.47,2,88.97,65.07,0,68.03,High
STU1084,100.0,42.99,72.01,7.68,2.73,2,72.85,67.1,1,52.16,Medium
STU1085,80.73,66.28,68.57,6.43,5.88,0,64.94,59.61,1,61.72,Medium
STU1086,81.45,41.72,65.0,7.58,3.44,1,50.28,89.92,0,65.63,Medium
STU1087,90.45,52.48,65.34,9.41,3.9,2,95.1,43.09,1,68.91,Medium
STU1088,78.58,48.47,46.78,3.8,3.42,0,84.85,56.93,0,63.69,High
STU1089,71.11,87.31,73.96,5.82,0.5,2,86.39,49.71,0,79.59,High
STU1090,72.05,57.87,69.39,6.51,6.39,2,83.73,83.54,1,66.87,Medium
STU1091,73.93,84.23,81.18,8.84,4.38,0,55.93,46.48,1,69.03,Medium
STU1092,74.44,75.87,71.4,4.51,4.09,2,72.51,32.01,2,57.35,High
STU1093,85.91,100.0,67.56,9.51,3.39,0,86.48,72.76,0,43.95,Low
STU1094,75.78,38.37,56.93,6.99,3.79,2,84.05,62.49,0,68.08,High
STU1095,85.99,87.67,71.08,6.67,2.42,2,70.66,83.73,1,89.15,Medium
STU1096,73.79,85.64,81.07,6.52,4.61,0,100.0,79.62,0,73.88,Low
STU1097,76.18,47.48,52.85,6.19,1.15,2,77.06,64.24,0,48.65,High
STU1098,45.03,83.13,71.31,8.27,3.83,0,90.47,39.02,0,81.29,Medium
STU1099,88.74,71.05,73.5,5.3,4.51,1,71.4,43.43,0,58.3,Medium
STU1100,80.2,60.91,59.23,7.28,3.14,0,61.68,33.08,2,79.29,High
STU1101,89.97,50.17,61.18,6.26,4.17,0,84.48,62.51,1,57.62,Medium
STU1102,35.0,52.06,73.46,5.73,1.72,2,80.47,53.14,1,72.07,High
STU1103,100.0,100.0,53.0,10.0,1.76,1,73.89,61.75,1,54.63,Low
STU1104,72.91,65.01,75.25,7.39,3.93,2,53.62,68.12,1,55.14,High
STU1105,91.62,79.08,56.57,7.66,4.72,0,85.19,99.17,0,33.67,Low
STU1106,59.4,50.76,85.94,8.39,0.5,1,54.51,75.46,0,75.24,Medium
STU1107,84.19,50.96,100.0,4.81,4.44,1,81.22,66.28,1,72.4,High
STU1108,59.2,84.48,57.09,9.25,2.52,3,49.35,36.83,1,73.53,High
STU1109,65.64,40.71,78.01,3.29,3.15,3,53.6,65.47,1,70.51,High
STU1110,100.0,57.53,59.1,5.72,1.09,0,72.97,80.87,1,49.75,Medium
STU1111,72.14,65.61,85.61,6.16,1.97,3,77.84,72.04,0,84.32,High
STU1112,78.26,67.0,51.02,7.61,5.24,1,71.68,46.14,0,84.86,Medium
STU1113,88.05,61.78,77.21,7.11,3.56,1,59.04,58.22,1,49.24,Medium
STU1114,82.44,72.12,56.91,6.57,2.81,0,86.92,66.32,3,75.64,Medium
STU1115,77.26,77.47,66.9,6.78,3.29,0,70.36,57.65,1,82.5,Medium
STU1116,80.47,78.22,54.53,5.43,4.38,1,71.29,53.89,1,55.6,Medium
STU1117,100.0,47.26,82.34,4.7,4.29,0,65.32,26.35,0,59.08,Medium
STU1118,74.14,59.89,57.45,7.82,3.36,1,55.71,51.17,0,75.68,Medium
STU1119,78.02,86.51,78.28,7.77,5.47,2,87.15,69.52,1,34.79,Medium
STU1120,90.76,81.1,64.84,9.02,5.25,3,57.07,80.75,1,43.23,Medium
STU1121,91.58,40.29,68.28,5.69,4.24,1,96.86,66.37,1,45.2,High
STU1122,92.81,71.33,72.22,7.77,3.6,4,53.98,84.07,0,29.07,High
STU1123,84.58,29.39,58.57,6.4,4.68,0,73.49,63.59,0,86.7,Medium
STU1124,57.85,65.84,73.16,8.47,4.07,0,69.18,49.2,0,25.24,Medium
STU1125,99.5,99.16,92.96,8.23,5.41,2,66.09,56.47,0,71.86,Low
STU1126,57.8,47.94,58.33,7.1,5.12,2,79.59,73.98,1,81.23,Medium
STU1127,79.54,49.98,87.58,6.32,1.67,2,81.43,60.17,1,59.13,High
STU1128,63.69,78.75,92.47,8.15,1.55,1,77.11,53.44,0,51.63,Medium
STU1129,74.04,37.23,57.76,7.71,2.24,1,49.91,36.96,1,69.66,High
STU1130,79.93,53.61,48.17,5.84,5.26,1,48.09,48.92,2,65.04,High
STU1131,79.82,75.74,74.53,4.94,0.66,1,47.07,57.85,1,85.07,High
STU1132,81.33,53.58,61.79,6.4,4.21,0,63.85,54.54,2,12.43,High
STU1133,99.21,60.75,98.03,8.92,4.15,3,100.0,47.46,0,46.63,Medium
STU1134,81.8,78.4,70.52,8.41,5.59,0,67.16,93.03,0,76.23,Low
STU1135,71.34,72.59,57.97,5.24,3.82,0,100.0,75.81,2,66.01,Medium
STU1136,89.46,69.8,52.79,5.17,1.08,2,67.43,100.0,0,80.04,High
STU1137,92.84,58.9,86.35,8.58,1.77,2,70.72,36.11,2,70.24,Medium
STU1138,56.59,71.66,61.43,5.21,1.37,4,78.13,70.64,1,62.31,High
STU1139,83.96,62.77,70.66,7.51,2.53,4,63.05,57.18,0,58.95,High
STU1140,85.52,73.24,84.34,5.94,3.17,2,71.86,65.35,0,100.0,High
STU1141,70.54,56.06,62.74,9.06,1.4,1,39.05,98.31,1,95.7,Medium
STU1142,95.64,61.71,69.31,5.72,6.15,1,52.89,33.69,1,74.91,Medium
STU1143,72.75,47.18,69.75,8.4,1.11,0,39.41,54.69,0,66.57,Medium
STU1144,76.88,64.37,80.25,7.06,5.92,2,80.33,51.53,1,75.76,Medium
STU1145,72.4,50.4,78.86,7.15,5.63,2,44.82,54.74,1,81.54,High
STU1146,75.23,44.95,66.7,4.04,5.12,1,92.0,27.01,2,73.38,High
STU1147,58.56,69.66,70.95,3.72,2.25,2,74.05,88.14,2,49.97,High
STU1148,53.4,68.83,64.42,6.49,4.12,0,84.31,88.85,1,100.0,Medium
STU1149,98.92,79.09,47.84,7.15,1.2,1,57.01,75.47,0,69.92,Medium
STU1150,62.3,57.24,73.86,5.22,5.14,1,48.9,40.91,1,100.0,High
STU1151,60.13,72.34,98.38,5.28,3.37,1,62.09,70.0,0,68.74,High
STU1152,42.7,74.91,56.74,7.59,2.76,0,86.09,80.59,2,60.09,High
STU1153,65.42,73.01,58.4,7.59,1.3,1,100.0,71.99,1,92.68,Medium
STU1154,55.15,50.14,56.94,6.61,0.5,2,76.64,64.11,1,71.02,High
STU1155,99.63,67.69,80.87,7.89,1.63,1,45.63,90.39,1,67.67,Medium
STU1156,90.15,71.55,76.73,5.16,5.5,0,51.48,52.24,2,40.99,Medium
STU1157,64.68,65.13,67.62,6.3,2.77,2,42.7,61.96,1,78.2,High
STU1158,100.0,27.44,56.23,9.11,3.2,0,65.8,76.26,2,55.13,Medium
STU1159,89.73,67.89,71.39,6.9,4.68,2,63.29,70.72,1,56.04,Medium
STU1160,70.13,100.0,46.53,6.98,6.75,2,65.68,75.08,0,55.19,Medium
STU1161,37.51,58.52,72.15,10.0,5.89,0,49.75,74.6,1,73.78,Medium
STU1162,100.0,51.89,83.07,4.84,1.75,1,48.05,74.45,0,34.29,High
STU1163,54.16,71.72,51.23,7.92,0.5,2,69.6,58.43,0,60.78,High
STU1164,50.32,70.62,47.01,9.13,7.75,2,76.23,52.44,1,84.61,Medium
STU1165,90.34,86.47,93.69,6.35,7.58,1,47.86,67.47,3,40.09,Medium
STU1166,100.0,42.36,60.82,8.0,3.84,2,76.05,92.2,0,68.46,Medium
STU1167,95.76,78.16,87.04,5.43,1.21,4,84.1,64.55,2,52.37,High
STU1168,83.46,75.63,67.69,5.84,5.23,0,28.38,75.79,0,56.93,Medium
STU1169,83.92,62.44,67.57,7.34,3.31,1,94.79,67.02,0,98.1,Medium
STU1170,87.8,71.1,76.58,7.92,3.3,2,79.94,100.0,1,31.99,Medium
STU1171,86.38,83.53,56.74,8.37,5.11,2,84.25,62.52,0,80.31,Medium
STU1172,79.22,80.7,71.99,9.0,4.1,2,50.65,75.85,0,55.44,Medium
STU1173,76.56,44.43,64.28,6.71,1.37,0,81.38,52.06,1,54.45,High
STU1174,74.06,79.76,50.19,8.47,2.92,0,83.34,44.83,2,42.77,Medium
STU1175,63.69,63.84,75.06,6.32,4.69,1,56.92,64.88,2,80.08,High
STU1176,70.79,66.31,66.05,8.06,4.42,1,81.26,86.26,0,61.17,Medium
STU1177,49.61,66.32,67.64,7.09,3.97,2,65.65,76.4,0,58.65,High
STU1178,73.52,62.3,51.85,7.42,5.18,1,57.5,27.44,1,67.2,Medium
STU1179,60.17,86.45,93.87,7.39,2.85,1,64.66,78.19,1,61.59,Medium
STU1180,58.45,63.49,83.15,4.55,3.82,4,70.86,37.44,2,24.99,High
STU1181,77.7,44.85,84.46,5.23,0.5,1,62.86,80.12,0,55.18,High
STU1182,95.88,57.92,65.42,6.94,2.69,0,54.54,74.8,1,82.91,Medium
STU1183,88.77,68.22,44.06,4.44,4.88,1,74.68,62.3,0,34.87,Medium
STU1184,51.44,87.13,99.29,7.96,2.8,1,77.52,78.09,0,43.2,Medium
STU1185,60.16,75.86,69.08,8.02,2.66,1,70.48,60.25,1,56.46,Medium
STU1186,89.11,49.69,58.77,7.26,1.63,1,40.5,67.69,1,50.49,Medium
STU1187,60.26,100.0,76.25,5.23,5.31,0,58.06,39.11,2,64.44,High
STU1188,71.63,69.77,87.51,8.73,4.49,2,53.65,60.39,2,43.14,High
STU1189,83.25,87.96,69.65,9.65,4.99,0,97.43,81.63,0,57.24,Low
STU1190,60.47,62.27,89.18,7.01,0.5,1,70.0,41.04,0,64.04,Medium
STU1191,76.58,74.6,86.24,7.51,3.21,2,63.24,79.74,0,77.98,Medium
STU1192,54.99,80.11,53.85,7.08,3.0,1,58.5,28.66,1,89.9,Medium
STU1193,65.98,86.93,59.89,7.54,2.99,3,65.88,43.59,1,59.77,High
STU1194,79.8,84.03,84.36,6.63,2.39,1,80.78,59.33,1,100.0,Medium
STU1195,51.11,80.7,29.31,6.75,2.88,2,36.89,67.76,0,61.32,High
STU1196,81.61,59.33,67.76,8.07,5.03,1,71.91,54.69,2,81.58,Medium
STU1197,74.71,54.71,48.54,10.0,0.5,3,59.42,54.2,1,100.0,High
STU1198,83.29,70.99,62.85,4.84,6.7,2,75.32,84.93,0,67.79,Medium
STU1199,78.36,81.8,65.52,6.65,4.37,3,81.58,86.4,2,37.53,High
STU1200,95.46,60.99,64.63,5.15,3.42,1,56.18,57.36,0,66.82,High
STU1201,76.88,84.17,61.72,9.03,5.13,1,44.72,57.91,1,52.77,Medium
STU1202,68.56,91.15,53.54,5.98,0.89,4,62.83,59.83,1,59.51,High
STU1203,76.83,48.51,100.0,4.78,2.3,0,89.88,100.0,3,100.0,High
STU1204,83.15,49.94,98.01,7.69,3.28,1,82.21,65.31,1,40.54,Medium
STU1205,75.73,62.47,52.57,9.24,5.96,1,61.58,93.28,1,71.01,Medium
STU1206,75.61,70.54,93.73,7.73,3.42,2,57.21,78.18,0,47.45,Medium
STU1207,64.47,55.56,64.01,7.09,4.31,0,58.49,63.11,0,58.85,Medium
STU1208,65.06,89.34,71.94,7.37,2.44,1,45.94,53.35,0,79.9,Medium
STU1209,53.96,72.63,69.05,8.78,4.38,1,81.34,79.03,2,71.36,Medium
STU1210,100.0,65.71,60.1,5.58,6.52,2,84.45,50.85,1,60.5,High
STU1211,56.34,39.15,84.76,6.64,5.29,3,61.42,58.04,0,52.0,High
STU1212,64.61,41.32,71.89,6.17,3.35,0,59.49,76.86,0,71.32,Medium
STU1213,64.22,70.06,62.85,5.16,4.72,0,56.13,60.67,2,99.15,High
STU1214,88.42,26.61,50.43,6.34,4.54,1,60.34,57.89,1,46.97,Medium
STU1215,70.58,83.23,56.6,8.35,4.41,2,55.5,59.46,0,100.0,Medium
STU1216,93.72,62.15,45.38,7.59,5.5,0,65.36,52.64,0,88.99,Medium
STU1217,64.9,100.0,70.18,7.7,5.49,1,81.37,73.09,0,92.39,Low
STU1218,79.18,100.0,52.05,7.01,3.27,1,79.62,65.65,2,71.17,Medium
STU1219,62.47,61.73,66.02,7.53,4.66,0,53.74,40.59,0,88.42,Medium
STU1220,100.0,63.09,90.55,5.68,2.81,1,70.58,56.23,0,44.82,Medium
STU1221,57.19,82.92,87.99,6.37,1.84,2,78.98,58.39,0,51.64,High
STU1222,79.65,95.66,69.52,7.07,3.01,3,52.02,58.27,1,80.32,Medium
STU1223,84.51,35.52,68.69,7.19,3.36,1,70.4,75.78,1,70.92,High
STU1224,81.21,32.85,98.2,7.25,0.51,2,88.63,52.36,0,62.03,High
STU1225,72.22,53.8,77.81,6.61,5.05,2,63.84,100.0,1,14.95,Medium
STU1226,73.05,75.49,65.08,6.27,0.5,2,33.7,89.94,0,56.29,High
STU1227,75.66,73.94,48.61,10.0,8.39,3,25.21,89.85,0,41.52,Medium
STU1228,72.79,84.26,75.91,8.07,6.2,0,73.28,46.39,0,74.87,Low
STU1229,89.46,43.41,82.44,7.38,3.03,3,69.81,28.45,0,61.18,Medium
STU1230,100.0,23.31,60.53,6.47,3.52,2,71.19,58.9,0,52.43,High
STU1231,66.64,80.44,74.37,6.17,4.05,2,76.32,70.28,2,100.0,High
STU1232,54.45,50.09,64.55,6.62,2.44,4,42.85,62.08,0,85.76,High
STU1233,73.68,28.67,67.24,7.21,3.85,2,54.28,55.46,1,86.12,High
STU1234,100.0,67.61,32.68,4.17,3.24,0,75.19,33.66,0,100.0,High
STU1235,62.94,79.28,66.67,4.6,3.33,1,80.51,52.9,0,81.04,High
STU1236,99.59,62.8,84.54,5.91,3.83,1,63.63,60.62,0,49.58,Medium
STU1237,100.0,56.76,60.53,7.09,1.14,0,43.65,56.08,0,47.24,Medium
STU1238,66.7,62.13,70.79,6.47,3.57,5,73.78,55.98,0,84.3,High
STU1239,83.53,58.33,58.66,8.87,3.79,2,68.87,50.63,0,23.81,Medium
STU1240,99.43,40.74,75.41,4.72,3.73,2,50.01,94.79,0,63.44,High
STU1241,69.31,52.14,66.75,5.75,3.11,0,34.28,77.75,0,21.58,High
STU1242,71.95,74.38,55.91,8.93,5.55,5,77.71,82.21,0,66.98,Medium
STU1243,66.27,70.79,89.99,6.98,2.86,3,57.5,69.91,0,82.08,High
STU1244,59.78,68.03,83.93,8.04,3.91,4,71.17,40.97,0,70.59,High
STU1245,65.26,47.09,60.93,9.67,5.84,0,70.54,78.29,0,83.76,Low
STU1246,56.64,61.73,77.47,5.83,3.36,2,48.5,89.27,0,100.0,High
STU1247,75.51,25.81,78.06,6.66,3.89,0,75.1,91.89,0,62.13,Medium
STU1248,63.45,68.21,79.63,6.42,3.33,0,53.38,76.23,1,100.0,Medium
STU1249,78.51,90.72,44.59,4.06,5.73,1,42.58,65.02,0,69.25,Medium
STU1250,51.66,38.47,85.1,6.37,3.04,1,40.4,64.97,0,83.98,High
STU1251,79.96,54.45,61.45,8.03,5.81,2,67.94,74.34,0,52.78,Medium
STU1252,87.5,70.92,64.63,7.56,3.31,1,95.1,35.46,0,97.39,Medium
STU1253,45.09,87.55,100.0,7.67,1.95,2,68.7,76.49,2,85.83,High
STU1254,80.61,56.93,74.53,6.27,4.72,0,98.31,56.26,1,94.43,Medium
STU1255,93.42,52.54,64.21,5.88,2.95,1,92.63,100.0,0,66.09,Medium
STU1256,56.86,29.56,36.92,8.58,4.62,1,76.78,59.59,1,39.89,High
STU1257,100.0,66.86,90.85,6.1,0.5,1,94.77,68.5,0,74.21,Medium
STU1258,81.29,100.0,49.82,7.21,3.51,1,92.84,67.6,1,31.06,Medium
STU1259,64.42,69.99,54.95,7.03,2.67,3,88.04,52.54,3,58.28,High
STU1260,74.16,64.6,65.03,8.85,1.59,3,35.97,73.23,0,68.82,Medium
